Instcode;Unieknr;Geslacht;Gebdat;Nationaliteit;BKO;SKO;Peildat 
DDD;211023546;V;19920101;0001;0;0;20191231
DDD;210619471;V;19920101;0001;0;0;20191231
DDD;211062893;V;19920101;0001;0;0;20191231
DDD;211161987;M;19920101;0001;0;0;20191231
DDD;211202100;M;19920101;0001;0;0;20191231
DDD;211232402;V;19920101;0001;0;0;20191231
DDD;211237115;V;19920101;0001;0;0;20191231
DDD;211273368;V;19920101;0001;0;0;20191231
DDD;211279868;M;19920101;0001;0;0;20191231
DDD;211313341;M;19930101;0001;0;0;20191231
DDD;211388026;V;19920101;0001;0;0;20191231
DDD;211390786;M;19930101;0001;0;0;20191231
DDD;211403805;M;19920101;0001;0;0;20191231
DDD;211423080;M;19930101;0001;0;0;20191231
DDD;216870872;M;19870101;0001;0;0;20191231
DDD;211007540;M;19920101;0001;0;0;20191231
DDD;210150506;V;19920101;0001;0;0;20191231
DDD;209871239;M;19920101;0001;0;0;20191231
DDD;209876778;M;19920101;0001;0;0;20191231
DDD;209921437;V;19920101;0001;0;0;20191231
DDD;209923251;V;19920101;0001;0;0;20191231
DDD;209923494;M;19920101;0001;0;0;20191231
DDD;209932727;M;19920101;0001;0;0;20191231
DDD;209961678;M;19920101;0001;0;0;20191231
DDD;209967461;M;19920101;0001;0;0;20191231
DDD;209970984;V;19920101;0001;0;0;20191231
DDD;210032845;V;19920101;0001;0;0;20191231
DDD;210046532;V;19920101;0001;0;0;20191231
DDD;210075161;V;19920101;0001;0;0;20191231
DDD;210115080;V;19920101;0001;0;0;20191231
DDD;210630309;V;19920101;0001;0;0;20191231
DDD;21036821;M;19890101;0001;0;0;20191231
DDD;211576913;V;19920101;0001;0;0;20191231
DDD;210583513;V;19920101;0001;0;0;20191231
DDD;210553029;V;19920101;0001;0;0;20191231
DDD;210506002;M;19920101;0001;0;0;20191231
DDD;210488632;V;19920101;0001;0;0;20191231
DDD;210122267;M;19920101;0001;0;0;20191231
DDD;210470719;V;19920101;0001;0;0;20191231
DDD;210125614;V;19920101;0001;0;0;20191231
DDD;210352333;V;19920101;0001;0;0;20191231
DDD;210268687;V;19920101;0001;0;0;20191231
DDD;210200881;M;19920101;0001;0;0;20191231
DDD;210200819;V;19920101;0001;0;0;20191231
DDD;210151121;M;19920101;0001;0;0;20191231
DDD;210623974;V;19610101;0001;0;0;20191231
DDD;210479285;V;19920101;0001;0;0;20191231
DDD;22541487;V;19570101;0001;0;0;20191231
DDD;216792965;V;19940101;0001;0;0;20191231
DDD;223471921;V;19960101;0001;0;0;20191231
DDD;223522277;V;19960101;0001;0;0;20191231
DDD;223650394;V;19960101;0001;0;0;20191231
DDD;223673291;V;19950101;0001;0;0;20191231
DDD;223691087;M;19960101;0001;0;0;20191231
DDD;223966501;V;19960101;0001;0;0;20191231
DDD;224127226;M;19960101;0001;0;0;20191231
DDD;224135149;V;19960101;0001;0;0;20191231
DDD;224332119;M;19960101;0001;0;0;20191231
DDD;224464826;V;19780101;0001;0;0;20191231
DDD;224499415;M;19960101;0001;0;0;20191231
DDD;222973552;M;19960101;0001;0;0;20191231
DDD;22534355;V;19570101;0001;0;0;20191231
DDD;222773521;V;19670101;0001;0;0;20191231
DDD;22592507;M;19560101;0001;0;0;20191231
DDD;22601265;M;19570101;0001;0;0;20191231
DDD;22605964;M;19560101;0001;0;0;20191231
DDD;22609093;M;19570101;0001;0;0;20191231
DDD;226212026;V;19970101;0001;0;0;20191231
DDD;226394852;V;19970101;0001;0;0;20191231
DDD;22668305;V;19550101;0001;0;0;20191231
DDD;22674317;M;19630101;0001;0;0;20191231
DDD;22701672;V;19570101;0001;0;0;20191231
DDD;22727710;M;19580101;0001;0;0;20191231
DDD;22746176;V;19580101;0001;0;0;20191231
DDD;22759219;V;19590101;0001;0;0;20191231
DDD;22761438;V;19600101;0001;0;0;20191231
DDD;224513763;M;19960101;0001;0;0;20191231
DDD;222038304;M;19950101;0001;0;0;20191231
DDD;221084270;M;19950101;0001;0;0;20191231
DDD;221197685;M;19950101;0001;0;0;20191231
DDD;221265508;V;19950101;0001;0;0;20191231
DDD;221280436;V;19950101;0001;0;0;20191231
DDD;221337946;M;19950101;0001;0;0;20191231
DDD;221372743;V;19950101;0001;0;0;20191231
DDD;221417308;M;19950101;0001;0;0;20191231
DDD;221440123;V;19950101;0001;0;0;20191231
DDD;221470504;V;19950101;0001;0;0;20191231
DDD;221477772;V;19950101;0001;0;0;20191231
DDD;221524799;M;19950101;0001;0;0;20191231
DDD;221789624;M;19950101;0001;0;0;20191231
DDD;223456938;M;19960101;0001;0;0;20191231
DDD;221943316;M;19590101;0001;0;0;20191231
DDD;227969842;M;19620101;0001;0;0;20191231
DDD;222068546;V;19950101;0001;0;0;20191231
DDD;222078406;M;19950101;0001;0;0;20191231
DDD;222135662;V;19950101;0001;0;0;20191231
DDD;222137811;V;19950101;0001;0;0;20191231
DDD;222389581;V;19950101;0001;0;0;20191231
DDD;222416366;V;19950101;0001;0;0;20191231
DDD;222428119;V;19950101;0001;0;0;20191231
DDD;222456114;M;19820101;0001;0;0;20191231
DDD;222456991;V;19900101;0001;0;0;20191231
DDD;222496604;V;19960101;0001;0;0;20191231
DDD;222498832;M;19960101;0001;0;0;20191231
DDD;222537248;M;19960101;0001;0;0;20191231
DDD;222723841;M;19960101;0001;0;0;20191231
DDD;221912762;V;19950101;0001;0;0;20191231
DDD;30604685;V;19890101;0001;0;0;20191231
DDD;263246114;V;19750101;0001;0;0;20191231
DDD;26517942;M;19580101;0001;0;0;20191231
DDD;26666521;M;19880101;0001;0;0;20191231
DDD;266722903;V;19880101;0001;0;0;20191231
DDD;26887799;V;19580101;0001;0;0;20191231
DDD;27881106;M;19560101;0001;0;0;20191231
DDD;28208139;M;19900101;0001;0;0;20191231
DDD;286505823;V;19920101;0001;0;0;20191231
DDD;290733642;V;19930101;0001;0;0;20191231
DDD;29854665;V;19860101;0001;0;0;20191231
DDD;29871182;M;19880101;0001;0;0;20191231
DDD;29896659;M;19890101;0001;0;0;20191231
DDD;22768816;V;19580101;0001;0;0;20191231
DDD;30413763;V;19580101;0001;0;0;20191231
DDD;252129136;V;19790101;0001;0;0;20191231
DDD;31294187;V;19600101;0001;0;0;20191231
DDD;31345865;M;19590101;0001;0;0;20191231
DDD;32952653;M;19890101;0001;0;0;20191231
DDD;33291859;M;19880101;0001;0;0;20191231
DDD;33854445;M;19590101;0001;0;0;20191231
DDD;33937887;M;19540101;0001;0;0;20191231
DDD;34368991;M;19870101;0001;0;0;20191231
DDD;34541086;M;19580101;0001;0;0;20191231
DDD;35019814;V;19880101;0001;0;0;20191231
DDD;35289690;M;19570101;0001;0;0;20191231
DDD;36419939;V;19550101;0001;0;0;20191231
DDD;38225790;V;19590101;0001;0;0;20191231
DDD;38264151;M;19610101;0001;0;0;20191231
DDD;30332283;V;19880101;0001;0;0;20191231
DDD;23935266;V;19580101;0001;0;0;20191231
DDD;220957873;M;19950101;0001;0;0;20191231
DDD;228044960;M;19560101;0001;0;0;20191231
DDD;228083569;V;19970101;0001;0;0;20191231
DDD;228145508;V;19740101;0001;0;0;20191231
DDD;22822038;M;19560101;0001;0;0;20191231
DDD;228298507;M;19920101;0001;0;0;20191231
DDD;229248920;V;19670101;0001;0;0;20191231
DDD;229468614;V;19720101;0001;0;0;20191231
DDD;230536146;M;19710101;0001;0;0;20191231
DDD;235477887;V;19830101;0001;0;0;20191231
DDD;236433531;M;19650101;0001;0;0;20191231
DDD;23676351;V;19880101;0001;0;0;20191231
DDD;237568760;V;19560101;0001;0;0;20191231
DDD;263235518;M;19950101;0001;0;0;20191231
DDD;248621791;V;19620101;0001;0;0;20191231
DDD;227923654;V;19970101;0001;0;0;20191231
DDD;251849095;V;19800101;0001;0;0;20191231
DDD;251338191;V;19630101;0001;0;0;20191231
DDD;25104420;V;19890101;0001;0;0;20191231
DDD;250483639;V;19820101;0001;0;0;20191231
DDD;237904098;M;19800101;0001;0;0;20191231
DDD;250155247;V;19860101;0001;0;0;20191231
DDD;23909498;M;19570101;0001;0;0;20191231
DDD;24380355;M;19580101;0001;0;0;20191231
DDD;242686874;V;19780101;0001;0;0;20191231
DDD;241946468;M;20010101;0001;0;0;20191231
DDD;241167558;V;19840101;0001;0;0;20191231
DDD;24021677;V;19560101;0001;0;0;20191231
DDD;261442483;V;19780101;0001;0;0;20191231
DDD;250168005;M;19940101;0001;0;0;20191231
DDD;218128934;V;19940101;0001;0;0;20191231
DDD;217708589;M;19940101;0001;0;0;20191231
DDD;217727413;V;19940101;0001;0;0;20191231
DDD;217772407;V;19940101;0001;0;0;20191231
DDD;217791827;V;19940101;0001;0;0;20191231
DDD;217795133;V;19940101;0001;0;0;20191231
DDD;217873005;V;19890101;0001;0;0;20191231
DDD;217879936;M;19940101;0001;0;0;20191231
DDD;217914134;M;19840101;0001;0;0;20191231
DDD;217954138;M;19940101;0001;0;0;20191231
DDD;217976456;V;19940101;0001;0;0;20191231
DDD;217977418;V;19940101;0001;0;0;20191231
DDD;218009397;V;19940101;0001;0;0;20191231
DDD;218477301;M;19940101;0001;0;0;20191231
DDD;218097055;V;19940101;0001;0;0;20191231
DDD;217616227;V;19940101;0001;0;0;20191231
DDD;218139213;V;19580101;0001;0;0;20191231
DDD;218266017;M;19820101;0001;0;0;20191231
DDD;218277184;V;19880101;0001;0;0;20191231
DDD;218289448;V;19940101;0001;0;0;20191231
DDD;218290736;V;19940101;0001;0;0;20191231
DDD;218329865;M;19940101;0001;0;0;20191231
DDD;218352877;V;19940101;0001;0;0;20191231
DDD;218375504;V;19940101;0001;0;0;20191231
DDD;218393970;V;19940101;0001;0;0;20191231
DDD;218421399;V;19900101;0001;0;0;20191231
DDD;218456790;M;19940101;0001;0;0;20191231
DDD;218471993;V;19940101;0001;0;0;20191231
DDD;221030766;V;19950101;0001;0;0;20191231
DDD;218040106;M;19940101;0001;0;0;20191231
DDD;217178187;V;19940101;0001;0;0;20191231
DDD;216876923;M;19940101;0001;0;0;20191231
DDD;216884049;M;19780101;0001;0;0;20191231
DDD;216916524;V;19890101;0001;0;0;20191231
DDD;216931422;V;19940101;0001;0;0;20191231
DDD;216946219;V;19940101;0001;0;0;20191231
DDD;216966912;M;19940101;0001;0;0;20191231
DDD;216982345;V;19940101;0001;0;0;20191231
DDD;216990548;M;19940101;0001;0;0;20191231
DDD;217011438;M;19930101;0001;0;0;20191231
DDD;217015632;M;19940101;0001;0;0;20191231
DDD;217024915;M;19940101;0001;0;0;20191231
DDD;217032308;V;19940101;0001;0;0;20191231
DDD;217053402;M;19900101;0001;0;0;20191231
DDD;217692332;M;19940101;0001;0;0;20191231
DDD;217403426;V;19940101;0001;0;0;20191231
DDD;218501577;M;19860101;0001;0;0;20191231
DDD;217605296;M;19940101;0001;0;0;20191231
DDD;217565926;M;19940101;0001;0;0;20191231
DDD;217555329;M;19940101;0001;0;0;20191231
DDD;217543315;V;19940101;0001;0;0;20191231
DDD;217059641;V;19920101;0001;0;0;20191231
DDD;217440361;M;19780101;0001;0;0;20191231
DDD;217073662;M;19940101;0001;0;0;20191231
DDD;217326224;V;19940101;0001;0;0;20191231
DDD;217288302;M;19940101;0001;0;0;20191231
DDD;217280808;V;19940101;0001;0;0;20191231
DDD;217224300;V;19940101;0001;0;0;20191231
DDD;217192444;M;19940101;0001;0;0;20191231
DDD;217661902;M;19940101;0001;0;0;20191231
DDD;217465225;V;19940101;0001;0;0;20191231
DDD;220203342;M;19950101;0001;0;0;20191231
DDD;219639849;M;19900101;0001;0;0;20191231
DDD;219648662;M;19950101;0001;0;0;20191231
DDD;219668826;V;19870101;0001;0;0;20191231
DDD;219772964;M;19950101;0001;0;0;20191231
DDD;219830787;M;19920101;0001;0;0;20191231
DDD;219887523;V;19950101;0001;0;0;20191231
DDD;219905410;M;19950101;0001;0;0;20191231
DDD;219909185;V;19950101;0001;0;0;20191231
DDD;219957228;V;19780101;0001;0;0;20191231
DDD;220005911;V;19950101;0001;0;0;20191231
DDD;220058391;V;19950101;0001;0;0;20191231
DDD;220106246;V;19940101;0001;0;0;20191231
DDD;218474251;M;19940101;0001;0;0;20191231
DDD;220124193;M;19950101;0001;0;0;20191231
DDD;219544025;M;19940101;0001;0;0;20191231
DDD;220217633;M;19950101;0001;0;0;20191231
DDD;220252993;V;19950101;0001;0;0;20191231
DDD;220317032;V;19950101;0001;0;0;20191231
DDD;220329065;M;19950101;0001;0;0;20191231
DDD;220400994;M;19940101;0001;0;0;20191231
DDD;220424614;V;19950101;0001;0;0;20191231
DDD;220454491;M;19950101;0001;0;0;20191231
DDD;220507264;V;19800101;0001;0;0;20191231
DDD;220542666;V;19950101;0001;0;0;20191231
DDD;220797121;M;19950101;0001;0;0;20191231
DDD;220842351;V;19950101;0001;0;0;20191231
DDD;220879976;V;19950101;0001;0;0;20191231
DDD;207407021;V;19870101;0001;0;0;20191231
DDD;220123396;V;19950101;0001;0;0;20191231
DDD;219219569;V;19950101;0001;0;0;20191231
DDD;218563230;V;19930101;0001;0;0;20191231
DDD;218575274;V;19940101;0001;0;0;20191231
DDD;21861224;M;19450101;0001;0;0;20191231
DDD;218854394;M;19940101;0001;0;0;20191231
DDD;218867194;M;19940101;0001;0;0;20191231
DDD;218872542;V;19940101;0001;0;0;20191231
DDD;218959101;V;19940101;0001;0;0;20191231
DDD;219008169;V;19950101;0001;0;0;20191231
DDD;219009587;M;19940101;0001;0;0;20191231
DDD;219041867;V;19940101;0001;0;0;20191231
DDD;219077580;V;19950101;0001;0;0;20191231
DDD;219087634;V;19940101;0001;0;0;20191231
DDD;219142481;M;19880101;0001;0;0;20191231
DDD;219593752;M;19950101;0001;0;0;20191231
DDD;219399911;V;19950101;0001;0;0;20191231
DDD;221029685;M;19950101;0001;0;0;20191231
DDD;219495238;V;19830101;0001;0;0;20191231
DDD;219489238;M;19950101;0001;0;0;20191231
DDD;219482019;V;19950101;0001;0;0;20191231
DDD;219406984;V;19950101;0001;0;0;20191231
DDD;219176193;V;19950101;0001;0;0;20191231
DDD;219401164;M;19950101;0001;0;0;20191231
DDD;219217220;M;19950101;0001;0;0;20191231
DDD;219357121;V;19950101;0001;0;0;20191231
DDD;219325691;V;19920101;0001;0;0;20191231
DDD;219322868;V;19910101;0001;0;0;20191231
DDD;219302869;V;19920101;0001;0;0;20191231
DDD;219242798;V;19930101;0001;0;0;20191231
DDD;219587442;M;19950101;0001;0;0;20191231
DDD;219403745;M;19950101;0001;0;0;20191231
DDD;177244749;M;19750101;0001;0;0;20191231
DDD;207495196;M;19910101;0001;0;0;20191231
DDD;176473104;V;19800101;0001;0;0;20191231
DDD;176558896;M;19800101;0001;0;0;20191231
DDD;176568699;V;19600101;0001;0;0;20191231
DDD;176580571;M;19690101;0001;0;0;20191231
DDD;176673324;V;19760101;0001;0;0;20191231
DDD;176812057;M;19820101;0001;0;0;20191231
DDD;176812867;V;19820101;0001;0;0;20191231
DDD;176819604;V;19790101;0001;0;0;20191231
DDD;176837967;V;19820101;0001;0;0;20191231
DDD;176859438;V;19650101;0001;0;0;20191231
DDD;177084485;V;19570101;0001;0;0;20191231
DDD;176286189;V;19740101;0001;0;0;20191231
DDD;177229475;V;19610101;0001;0;0;20191231
DDD;176196328;M;19820101;0001;0;0;20191231
DDD;177311837;V;19590101;0001;0;0;20191231
DDD;177319397;M;19790101;0001;0;0;20191231
DDD;177538550;M;19700101;0001;0;0;20191231
DDD;177623859;V;19690101;0001;0;0;20191231
DDD;177672151;M;19550101;0001;0;0;20191231
DDD;177851818;V;19790101;0001;0;0;20191231
DDD;177980247;V;19630101;0001;0;0;20191231
DDD;178058104;M;19860101;0001;0;0;20191231
DDD;178059796;V;19860101;0001;0;0;20191231
DDD;178068086;V;19870101;0001;0;0;20191231
DDD;178068590;M;19860101;0001;0;0;20191231
DDD;178071895;M;19870101;0001;0;0;20191231
DDD;178074031;V;19870101;0001;0;0;20191231
DDD;177114629;V;19620101;0001;0;0;20191231
DDD;174847902;V;19840101;0001;0;0;20191231
DDD;173047323;M;19760101;0001;0;0;20191231
DDD;173136862;V;19670101;0001;0;0;20191231
DDD;173316596;V;19770101;0001;0;0;20191231
DDD;173390783;M;19840101;0001;0;0;20191231
DDD;173420235;V;19720101;0001;0;0;20191231
DDD;173436395;V;19840101;0001;0;0;20191231
DDD;17361739;V;19600101;0001;0;0;20191231
DDD;173866753;V;19770101;0001;0;0;20191231
DDD;173991287;M;19750101;0001;0;0;20191231
DDD;174056899;M;19800101;0001;0;0;20191231
DDD;174179703;V;19850101;0001;0;0;20191231
DDD;174376120;M;19720101;0001;0;0;20191231
DDD;176346016;V;19750101;0001;0;0;20191231
DDD;174456456;V;19860101;0001;0;0;20191231
DDD;178083798;M;19830101;0001;0;0;20191231
DDD;175031294;V;19780101;0001;0;0;20191231
DDD;175094474;V;19690101;0001;0;0;20191231
DDD;175101425;M;19720101;0001;0;0;20191231
DDD;175192881;M;19810101;0001;0;0;20191231
DDD;175199649;M;19800101;0001;0;0;20191231
DDD;175272547;V;19760101;0001;0;0;20191231
DDD;175277065;M;19790101;0001;0;0;20191231
DDD;175451283;V;19650101;0001;0;0;20191231
DDD;175520166;V;19810101;0001;0;0;20191231
DDD;175667644;M;19820101;0001;0;0;20191231
DDD;175877841;V;19830101;0001;0;0;20191231
DDD;175896658;M;19600101;0001;0;0;20191231
DDD;176155429;V;19840101;0001;0;0;20191231
DDD;174399174;M;19780101;0001;0;0;20191231
DDD;184694826;M;19760101;0001;0;0;20191231
DDD;181962134;V;19670101;0001;0;0;20191231
DDD;182128903;V;19650101;0001;0;0;20191231
DDD;182223455;M;19720101;0001;0;0;20191231
DDD;182289490;M;19830101;0001;0;0;20191231
DDD;182462303;V;19860101;0001;0;0;20191231
DDD;182712630;V;19610101;0001;0;0;20191231
DDD;182902212;V;19840101;0001;0;0;20191231
DDD;182964863;V;19780101;0001;0;0;20191231
DDD;183198219;M;19760101;0001;0;0;20191231
DDD;183327049;M;19820101;0001;0;0;20191231
DDD;183664260;M;19740101;0001;0;0;20191231
DDD;183800126;M;19660101;0001;0;0;20191231
DDD;178075991;M;19870101;0001;0;0;20191231
DDD;184665546;M;19750101;0001;0;0;20191231
DDD;181366465;V;19820101;0001;0;0;20191231
DDD;185097679;V;19800101;0001;0;0;20191231
DDD;185103948;M;19820101;0001;0;0;20191231
DDD;185326382;M;19820101;0001;0;0;20191231
DDD;185496610;V;19870101;0001;0;0;20191231
DDD;185775938;V;19840101;0001;0;0;20191231
DDD;185796862;V;19730101;0001;0;0;20191231
DDD;186380433;V;19880101;0001;0;0;20191231
DDD;186703769;V;19630101;0001;0;0;20191231
DDD;186877705;M;19680101;0001;0;0;20191231
DDD;186948632;V;19850101;0001;0;0;20191231
DDD;187048501;M;19640101;0001;0;0;20191231
DDD;187233615;V;19720101;0001;0;0;20191231
DDD;187736642;V;19820101;0001;0;0;20191231
DDD;183928994;M;19640101;0001;0;0;20191231
DDD;179051891;M;19680101;0001;0;0;20191231
DDD;172952968;V;19820101;0001;0;0;20191231
DDD;178088109;M;19870101;0001;0;0;20191231
DDD;178089897;V;19870101;0001;0;0;20191231
DDD;178091430;V;19870101;0001;0;0;20191231
DDD;178093323;V;19870101;0001;0;0;20191231
DDD;178093415;M;19870101;0001;0;0;20191231
DDD;178200674;V;19840101;0001;0;0;20191231
DDD;178248142;M;19850101;0001;0;0;20191231
DDD;178304158;V;19690101;0001;0;0;20191231
DDD;178423104;V;19800101;0001;0;0;20191231
DDD;178547468;V;19820101;0001;0;0;20191231
DDD;178749544;V;19840101;0001;0;0;20191231
DDD;178934008;V;19700101;0001;0;0;20191231
DDD;181555650;V;19830101;0001;0;0;20191231
DDD;18033652;V;19590101;0001;0;0;20191231
DDD;178078273;V;19870101;0001;0;0;20191231
DDD;181342770;M;19860101;0001;0;0;20191231
DDD;181311488;V;19830101;0001;0;0;20191231
DDD;181075958;M;19670101;0001;0;0;20191231
DDD;180596784;V;19600101;0001;0;0;20191231
DDD;178962483;M;19800101;0001;0;0;20191231
DDD;180505914;V;19770101;0001;0;0;20191231
DDD;179046177;M;19800101;0001;0;0;20191231
DDD;179881066;V;19850101;0001;0;0;20191231
DDD;179423873;M;19640101;0001;0;0;20191231
DDD;179418755;V;19820101;0001;0;0;20191231
DDD;179385707;M;19740101;0001;0;0;20191231
DDD;179357298;M;19730101;0001;0;0;20191231
DDD;181433362;V;19700101;0001;0;0;20191231
DDD;180585033;V;19860101;0001;0;0;20191231
DDD;168423984;V;19750101;0001;0;0;20191231
DDD;168219723;M;19600101;0001;0;0;20191231
DDD;168232869;V;19780101;0001;0;0;20191231
DDD;168245078;V;19690101;0001;0;0;20191231
DDD;168248146;M;19650101;0001;0;0;20191231
DDD;168269429;M;19750101;0001;0;0;20191231
DDD;168274272;V;19570101;0001;0;0;20191231
DDD;168299895;V;19640101;0001;0;0;20191231
DDD;168300296;V;19780101;0001;0;0;20191231
DDD;168308964;M;19750101;0001;0;0;20191231
DDD;168320112;M;19840101;0001;0;0;20191231
DDD;168331031;V;19860101;0001;0;0;20191231
DDD;168352812;V;19860101;0001;0;0;20191231
DDD;169070443;V;19650101;0001;0;0;20191231
DDD;168363123;V;19730101;0001;0;0;20191231
DDD;168123635;V;19560101;0001;0;0;20191231
DDD;168441371;V;19780101;0001;0;0;20191231
DDD;168445249;V;19720101;0001;0;0;20191231
DDD;168445992;V;19710101;0001;0;0;20191231
DDD;168447580;V;19550101;0001;0;0;20191231
DDD;168463106;M;19700101;0001;0;0;20191231
DDD;168507473;M;19600101;0001;0;0;20191231
DDD;168574730;M;19630101;0001;0;0;20191231
DDD;168655962;M;19650101;0001;0;0;20191231
DDD;168684883;M;19640101;0001;0;0;20191231
DDD;168716244;V;19620101;0001;0;0;20191231
DDD;168778043;M;19690101;0001;0;0;20191231
DDD;168854971;M;19770101;0001;0;0;20191231
DDD;17303375;V;19560101;0001;0;0;20191231
DDD;168353768;V;19860101;0001;0;0;20191231
DDD;167943381;V;19660101;0001;0;0;20191231
DDD;164333683;V;19750101;0001;0;0;20191231
DDD;167772210;M;19860101;0001;0;0;20191231
DDD;167824447;M;19860101;0001;0;0;20191231
DDD;167881924;V;19720101;0001;0;0;20191231
DDD;167884067;V;19640101;0001;0;0;20191231
DDD;167884529;M;19730101;0001;0;0;20191231
DDD;167885162;V;19700101;0001;0;0;20191231
DDD;167891430;M;19600101;0001;0;0;20191231
DDD;167905843;V;19750101;0001;0;0;20191231
DDD;167907012;M;19800101;0001;0;0;20191231
DDD;167909294;V;19630101;0001;0;0;20191231
DDD;167909975;M;19770101;0001;0;0;20191231
DDD;167911904;M;19760101;0001;0;0;20191231
DDD;168216455;V;19710101;0001;0;0;20191231
DDD;168034711;V;19780101;0001;0;0;20191231
DDD;169078955;M;19730101;0001;0;0;20191231
DDD;168116551;M;19620101;0001;0;0;20191231
DDD;168113222;V;19700101;0001;0;0;20191231
DDD;168112619;V;19810101;0001;0;0;20191231
DDD;168106710;M;19740101;0001;0;0;20191231
DDD;167914357;V;19700101;0001;0;0;20191231
DDD;168041108;M;19710101;0001;0;0;20191231
DDD;167939536;M;19780101;0001;0;0;20191231
DDD;167974767;V;19690101;0001;0;0;20191231
DDD;167952961;V;19730101;0001;0;0;20191231
DDD;167949213;V;19710101;0001;0;0;20191231
DDD;167945262;V;19810101;0001;0;0;20191231
DDD;167943984;V;19820101;0001;0;0;20191231
DDD;168174005;M;19780101;0001;0;0;20191231
DDD;168046403;M;19660101;0001;0;0;20191231
DDD;172071166;V;19850101;0001;0;0;20191231
DDD;170801590;V;19760101;0001;0;0;20191231
DDD;170819144;V;19800101;0001;0;0;20191231
DDD;17090610;V;19600101;0001;0;0;20191231
DDD;170936508;M;19650101;0001;0;0;20191231
DDD;171207311;M;19700101;0001;0;0;20191231
DDD;17130699;V;19590101;0001;0;0;20191231
DDD;171341264;V;19820101;0001;0;0;20191231
DDD;171396174;V;19710101;0001;0;0;20191231
DDD;171609025;M;19740101;0001;0;0;20191231
DDD;171674533;V;19710101;0001;0;0;20191231
DDD;171813509;V;19690101;0001;0;0;20191231
DDD;171875052;M;19660101;0001;0;0;20191231
DDD;168959512;V;19680101;0001;0;0;20191231
DDD;17206881;V;19560101;0001;0;0;20191231
DDD;170581371;V;19650101;0001;0;0;20191231
DDD;172124298;M;19850101;0001;0;0;20191231
DDD;172150115;V;19790101;0001;0;0;20191231
DDD;172156299;M;19800101;0001;0;0;20191231
DDD;172214105;M;19750101;0001;0;0;20191231
DDD;17234195;V;19550101;0001;0;0;20191231
DDD;172458188;V;19840101;0001;0;0;20191231
DDD;172573585;M;19750101;0001;0;0;20191231
DDD;17263968;M;19600101;0001;0;0;20191231
DDD;172739893;V;19700101;0001;0;0;20191231
DDD;172785588;M;19680101;0001;0;0;20191231
DDD;172933006;V;19800101;0001;0;0;20191231
DDD;172950222;M;19620101;0001;0;0;20191231
DDD;189011969;V;19810101;0001;0;0;20191231
DDD;171926522;M;19740101;0001;0;0;20191231
DDD;169712217;V;19830101;0001;0;0;20191231
DDD;169081630;M;19760101;0001;0;0;20191231
DDD;169143550;M;19750101;0001;0;0;20191231
DDD;169147295;V;19670101;0001;0;0;20191231
DDD;169178346;M;19720101;0001;0;0;20191231
DDD;169244184;V;19650101;0001;0;0;20191231
DDD;169316414;M;19700101;0001;0;0;20191231
DDD;169320302;M;19790101;0001;0;0;20191231
DDD;169357356;M;19760101;0001;0;0;20191231
DDD;169434923;M;19740101;0001;0;0;20191231
DDD;169456747;V;19740101;0001;0;0;20191231
DDD;169516677;M;19770101;0001;0;0;20191231
DDD;169517474;V;19750101;0001;0;0;20191231
DDD;169592484;M;19750101;0001;0;0;20191231
DDD;170743152;V;19820101;0001;0;0;20191231
DDD;170238391;V;19610101;0001;0;0;20191231
DDD;172982906;V;19840101;0001;0;0;20191231
DDD;170495925;V;19760101;0001;0;0;20191231
DDD;170490754;V;19750101;0001;0;0;20191231
DDD;170478663;M;19680101;0001;0;0;20191231
DDD;17047084;V;19600101;0001;0;0;20191231
DDD;16961224;V;19590101;0001;0;0;20191231
DDD;170279004;M;19810101;0001;0;0;20191231
DDD;169696223;V;19810101;0001;0;0;20191231
DDD;170094047;M;19850101;0001;0;0;20191231
DDD;170029583;V;19790101;0001;0;0;20191231
DDD;169965435;V;19790101;0001;0;0;20191231
DDD;169951985;V;19700101;0001;0;0;20191231
DDD;169747158;M;19700101;0001;0;0;20191231
DDD;17070210;V;19540101;0001;0;0;20191231
DDD;170325598;M;19840101;0001;0;0;20191231
DDD;204573688;M;19900101;0001;0;0;20191231
DDD;203938658;M;19900101;0001;0;0;20191231
DDD;203938834;M;19900101;0001;0;0;20191231
DDD;203947604;M;19900101;0001;0;0;20191231
DDD;203966429;V;19900101;0001;0;0;20191231
DDD;204136677;V;19900101;0001;0;0;20191231
DDD;204238613;M;19900101;0001;0;0;20191231
DDD;204296267;V;19900101;0001;0;0;20191231
DDD;204296279;M;19910101;0001;0;0;20191231
DDD;204345314;M;19900101;0001;0;0;20191231
DDD;204499451;V;19910101;0001;0;0;20191231
DDD;204502523;V;19900101;0001;0;0;20191231
DDD;204524640;M;19900101;0001;0;0;20191231
DDD;205269247;M;19910101;0001;0;0;20191231
DDD;204572750;V;19900101;0001;0;0;20191231
DDD;203764540;M;19900101;0001;0;0;20191231
DDD;204603613;V;19910101;0001;0;0;20191231
DDD;204668529;V;19910101;0001;0;0;20191231
DDD;204789259;M;19840101;0001;0;0;20191231
DDD;204838337;M;19900101;0001;0;0;20191231
DDD;204915532;M;19910101;0001;0;0;20191231
DDD;204920826;M;19910101;0001;0;0;20191231
DDD;204941027;M;19910101;0001;0;0;20191231
DDD;204959997;M;19900101;0001;0;0;20191231
DDD;205043628;M;19910101;0001;0;0;20191231
