Instcode;Unieknr;Volgnrar;Aadnstvb;Ingdatdv;Eindatdv;HOOPgeb;Functcat;WelGeenHGL;Salschal;Taakomv;Aanst_22;Peildat
DDD;160978572;1;V;20130101;99990101;G&M;10710;0;12;10000;L;20171231
DDD;160987209;5;V;20120101;99990101;G&M;71520;0;12;10000;V;20181231
DDD;160987209;5;V;20120101;99990101;NATU;71010;0;14;10000;V;20191231
DDD;160987209;5;V;20120101;99990101;NATU;71010;0;14;10000;V;20201231
DDD;160987209;5;V;20120101;99990101;G&M;71520;0;11;10000;V;20171231
DDD;160998723;2;T;20200101;99990101;DIV;30820;0;7;6000;T;20201231
DDD;161045460;5;T;20160101;99990101;G&M;10930;0;11;4000;K;20171231
DDD;161145455;1;T;20160101;99990101;G&M;10940;0;10;10000;K;20171231
DDD;161229990;1;T;20200101;99990101;G&M;10720;0;11;10000;K;20201231
DDD;161277007;1;V;20020101;99990101;NATU;40108;0;11;8500;V;20181231
DDD;161277007;1;V;20020101;99990101;NATU;40108;0;11;8500;V;20191231
DDD;161277007;1;V;20020101;99990101;NATU;40108;0;11;8500;V;20201231
DDD;161277007;1;V;20020101;99990101;NATU;40108;0;11;8500;V;20171231
DDD;161299561;1;T;20180101;99990101;T&C;30820;0;7;10000;T;20181231
DDD;161299561;1;T;20180101;99990101;T&C;30820;0;7;10000;T;20191231
DDD;161299561;1;V;20180101;99990101;T&C;30820;0;7;10000;V;20201231
DDD;161308447;3;V;20150101;99990101;G&M;10920;0;12;1000;V;20181231
DDD;161308447;3;V;20150101;99990101;G&M;10920;0;12;1000;V;20191231
DDD;161308447;3;V;20150101;99990101;G&M;10920;0;12;1000;V;20201231
DDD;161308447;3;V;20150101;99990101;G&M;10920;0;12;1000;L;20171231
DDD;161308508;1;V;20160101;99990101;DIV;70210;0;16;9000;V;20181231
DDD;161308508;1;V;20160101;99990101;DIV;70210;0;16;9000;V;20191231
DDD;161308508;1;V;20160101;99990101;DIV;70210;0;16;9000;V;20201231
DDD;161308508;1;V;20160101;99990101;DIV;70220;0;15;9000;V;20171231
DDD;161310453;1;T;20200101;99990101;DIV;71040;0;11;8000;T;20201231
DDD;161318501;4;T;20190101;99990101;T&C;21510;0;10;8000;T;20191231
DDD;161318501;4;T;20190101;99990101;T&C;21510;0;10;8000;T;20201231
DDD;161338032;1;V;20140101;99990101;RECH;30830;0;6;7000;V;20181231
DDD;161338032;1;V;20140101;99990101;RECH;30830;0;6;8000;V;20191231
DDD;161338032;1;V;20140101;99990101;RECH;30830;0;6;8000;V;20201231
DDD;161338032;1;V;20140101;99990101;RECH;30830;0;6;7000;V;20171231
DDD;161339025;1;V;20140101;99990101;RECH;30830;0;6;6000;V;20181231
DDD;161339025;1;V;20140101;99990101;RECH;30830;0;6;6000;V;20191231
DDD;161339025;1;V;20140101;99990101;RECH;30830;0;6;6000;V;20201231
DDD;161339025;1;V;20140101;99990101;RECH;30830;0;6;6000;V;20171231
DDD;161340458;1;T;20170101;99990101;NATU;30110;0;10;8000;T;20171231
DDD;161350476;3;V;20040101;99990101;G&M;10720;0;11;8000;V;20181231
DDD;161350476;3;V;20040101;99990101;G&M;10720;0;11;8000;V;20191231
DDD;161350476;3;V;20040101;99990101;G&M;10720;0;11;8000;V;20201231
DDD;161350476;3;V;20040101;99990101;G&M;10720;0;11;8000;L;20171231
DDD;161362022;2;V;20190101;99990101;DIV;100430;0;8;2000;V;20191231
DDD;161362022;2;V;20190101;99990101;DIV;100430;0;8;2000;V;20201231
DDD;161365115;7;V;20150101;99990101;T&C;70330;0;11;4000;V;20181231
DDD;161365115;6;V;20090101;99990101;T&C;10720;0;11;4700;V;20181231
DDD;161365115;6;V;20090101;99990101;T&C;10720;0;11;5000;V;20191231
DDD;161365115;7;V;20150101;99990101;T&C;70330;0;11;4000;V;20191231
DDD;161365115;7;V;20150101;99990101;T&C;70330;0;11;4000;V;20201231
DDD;161365115;6;V;20090101;99990101;T&C;10720;0;11;5900;V;20201231
DDD;161365115;7;V;20150101;99990101;T&C;70330;0;11;4000;V;20171231
DDD;161365115;6;V;20090101;99990101;T&C;10930;0;11;5000;L;20171231
DDD;161373385;1;T;20200101;99990101;G&M;30110;0;10;9000;T;20201231
DDD;161395265;2;V;20060101;99990101;DIV;60440;0;9;8000;V;20181231
DDD;161395265;2;V;20060101;99990101;DIV;60440;0;9;8000;V;20191231
DDD;161395265;2;V;20060101;99990101;DIV;60440;0;9;8000;V;20201231
DDD;161395265;2;V;20060101;99990101;DIV;60440;0;9;8000;V;20171231
DDD;161396293;1;V;20100101;99990101;G&M;30820;0;7;10000;V;20181231
DDD;161396293;1;V;20100101;99990101;G&M;30820;0;7;10000;V;20191231
DDD;161396293;1;V;20100101;99990101;G&M;30820;0;7;10000;V;20201231
DDD;161396293;1;V;20100101;99990101;G&M;30820;0;7;6000;V;20171231
DDD;161396293;2;V;20130101;99990101;G&M;30820;0;7;4000;V;20171231
DDD;161398460;2;V;20070101;99990101;RECH;60120;0;10;10000;V;20181231
DDD;161398460;2;V;20070101;99990101;RECH;60120;0;10;10000;V;20191231
DDD;161398460;2;V;20070101;99990101;RECH;60120;0;10;10000;V;20201231
DDD;161398460;2;V;20070101;99990101;RECH;60120;0;10;10000;V;20171231
DDD;161417619;3;V;20150101;99990101;DIV;20220;0;10;7000;V;20181231
DDD;161417619;3;V;20150101;99990101;DIV;20220;0;10;7000;V;20191231
DDD;161417619;3;V;20150101;99990101;DIV;20220;0;10;7000;V;20201231
DDD;161417619;3;V;20150101;99990101;DIV;20220;0;10;7000;V;20171231
DDD;161464092;8;V;20200101;99990101;NATU;10710;0;12;10000;V;20201231
DDD;161464597;1;V;20120101;20180101;DIV;70330;0;11;8000;V;20181231
DDD;161464597;1;V;20120101;99990101;DIV;70330;0;11;8000;V;20171231
DDD;161479029;4;V;20070101;99990101;G&M;10910;0;13;10000;V;20181231
DDD;161479029;4;V;20070101;99990101;G&M;10910;0;13;10000;V;20191231
DDD;161479029;4;V;20070101;99990101;G&M;10910;0;13;10000;V;20201231
DDD;161479029;4;V;20070101;99990101;G&M;10910;0;13;10000;L;20171231
DDD;161490778;2;V;20130101;99990101;DIV;100430;0;8;4000;V;20181231
DDD;161490778;2;V;20130101;99990101;DIV;100430;0;8;4000;V;20191231
DDD;161490778;2;V;20130101;99990101;DIV;100430;0;8;4000;V;20201231
DDD;161490778;2;V;20130101;99990101;DIV;100430;0;8;4000;V;20171231
DDD;161508266;1;V;20010101;99990101;T&C;90120;0;11;8000;V;20181231
DDD;161508266;1;V;20010101;99990101;T&C;70120;0;12;8000;V;20191231
DDD;161508266;1;V;20010101;99990101;T&C;70120;0;12;8000;V;20201231
DDD;161508266;1;V;20010101;99990101;T&C;90120;0;11;8000;V;20171231
DDD;161552382;3;T;20170101;99990101;G&M;10930;0;11;2500;K;20171231
DDD;161588195;4;V;20000101;99990101;RECH;71040;0;11;10000;V;20181231
DDD;161588195;4;V;20000101;99990101;G&M;71030;0;12;9000;V;20191231
DDD;161588195;4;V;20000101;99990101;G&M;71030;0;12;9000;V;20201231
DDD;161588195;4;V;20000101;99990101;RECH;71040;0;11;10000;V;20171231
DDD;161603969;1;V;20040101;99990101;G&M;71310;0;9;9000;V;20181231
DDD;161603969;1;V;20040101;99990101;G&M;71310;0;9;10000;V;20191231
DDD;161603969;1;V;20040101;99990101;G&M;71310;0;9;10000;V;20201231
DDD;161603969;1;V;20040101;99990101;G&M;71120;0;9;9000;V;20171231
DDD;161610395;1;V;20160101;99990101;DIV;71420;0;11;9000;V;20181231
DDD;161610395;1;V;20160101;99990101;DIV;71420;0;11;8000;V;20191231
DDD;161610395;1;V;20160101;99990101;DIV;71420;0;11;9000;V;20171231
DDD;161612045;1;V;20150101;99990101;DIV;51140;0;1;5000;V;20181231
DDD;161612045;1;V;20150101;99990101;DIV;51140;0;1;5000;V;20191231
DDD;161612045;1;V;20150101;99990101;DIV;51140;0;1;5000;V;20201231
DDD;161612045;1;V;20150101;99990101;DIV;51140;0;1;4000;V;20171231
DDD;161616731;2;V;20170101;99990101;DIV;20120;0;6;5000;V;20181231
DDD;161616731;2;V;20170101;99990101;DIV;20120;0;6;5000;V;20191231
DDD;161616731;2;V;20170101;99990101;DIV;20120;0;6;5000;V;20201231
DDD;161616731;2;T;20170101;99990101;DIV;20120;0;6;5000;T;20171231
DDD;161617711;1;V;19980101;99990101;DIV;70110;0;13;9000;V;20181231
DDD;161617711;1;V;19980101;99990101;DIV;70110;0;13;9000;V;20191231
DDD;161617711;1;V;19980101;99990101;DIV;70110;0;13;9000;V;20201231
DDD;161617711;1;V;19980101;99990101;DIV;70110;0;13;9000;V;20171231
DDD;161636553;4;V;20060101;99990101;G&M;10520;1;16;3000;V;20181231
DDD;161636553;4;V;20060101;99990101;G&M;10520;1;16;1000;V;20191231
DDD;161636553;4;V;20060101;99990101;G&M;10520;1;16;1000;V;20201231
DDD;161636553;4;V;20060101;99990101;G&M;10520;1;16;6000;L;20171231
DDD;161666181;3;T;20160101;99990101;NATU;11010;0;10;10000;T;20181231
DDD;161666181;3;T;20160101;99990101;NATU;11010;0;10;10000;T;20191231
DDD;161666181;3;T;20160101;99990101;NATU;11010;0;10;10000;T;20171231
DDD;161671450;7;T;20170101;99990101;G&M;10920;0;12;5000;K;20181231
DDD;161671450;7;T;20170101;99990101;G&M;10920;0;12;5000;K;20191231
DDD;161671450;7;V;20170101;99990101;G&M;10710;0;12;8000;V;20201231
DDD;161671450;7;T;20170101;99990101;G&M;10920;0;12;5000;K;20171231
DDD;161673131;3;V;20180101;99990101;DIV;60320;0;8;10000;V;20181231
DDD;161673131;3;V;20180101;99990101;DIV;60320;0;8;10000;V;20191231
DDD;161673131;3;V;20180101;99990101;DIV;60320;0;8;10000;V;20201231
DDD;161682017;5;V;20170101;99990101;G&M;10940;0;10;2000;V;20181231
DDD;161682017;4;V;20130101;99990101;G&M;100910;0;10;7500;V;20181231
DDD;161682017;4;V;20130101;99990101;G&M;100910;0;10;7500;V;20191231
DDD;161682017;5;V;20170101;99990101;G&M;10940;0;10;2000;V;20191231
DDD;161682017;5;V;20170101;99990101;G&M;10940;0;10;2000;V;20201231
DDD;161682017;4;V;20130101;99990101;G&M;100910;0;10;7500;V;20201231
DDD;161682017;5;V;20170101;99990101;G&M;10940;0;10;2000;L;20171231
DDD;161682017;4;V;20130101;99990101;G&M;100910;0;10;7500;V;20171231
DDD;161682960;1;T;20180101;99990101;NATU;51510;0;1;5000;T;20181231
DDD;161682960;1;T;20180101;99990101;NATU;51510;0;1;5000;T;20191231
DDD;161682960;1;T;20180101;99990101;NATU;51510;0;1;5000;T;20201231
DDD;161703178;1;V;20030101;99990101;DIV;22110;0;13;10000;V;20181231
DDD;161703178;1;V;20030101;99990101;DIV;22110;0;13;10000;V;20191231
DDD;161703178;1;V;20030101;99990101;DIV;22110;0;13;10000;V;20201231
DDD;161703178;1;V;20030101;99990101;DIV;22110;0;13;10000;V;20171231
DDD;161708565;1;T;20200101;99990101;NATU;21030;0;8;6000;T;20201231
DDD;161719757;4;V;20080101;99990101;T&C;10520;1;16;10000;V;20181231
DDD;161719757;4;V;20080101;99990101;T&C;10520;1;16;10000;V;20191231
DDD;161719757;4;V;20080101;99990101;T&C;10520;1;16;10000;V;20201231
DDD;161719757;4;V;20080101;99990101;T&C;10520;1;16;10000;L;20171231
DDD;161736056;2;V;20060101;99990101;RECH;10620;0;13;8000;V;20181231
DDD;161736056;2;V;20060101;99990101;RECH;10620;0;13;8000;V;20191231
DDD;161736056;2;V;20060101;99990101;RECH;10620;0;13;8000;V;20201231
DDD;161736056;2;V;20060101;99990101;RECH;10620;0;13;8000;L;20171231
DDD;161741489;1;T;20200101;99990101;NATU;70910;0;10;10000;T;20201231
DDD;161748904;1;V;20100101;99990101;DIV;70140;0;10;10000;V;20181231
DDD;161748904;1;V;20100101;99990101;DIV;70140;0;10;10000;V;20191231
DDD;161748904;1;V;20100101;99990101;DIV;70140;0;10;10000;V;20201231
DDD;161748904;1;V;20100101;99990101;DIV;70140;0;10;10000;V;20171231
DDD;161763716;1;V;20090101;99990101;DIV;30810;0;8;8000;V;20181231
DDD;161763716;1;V;20090101;99990101;DIV;30810;0;8;7000;V;20191231
DDD;161763716;1;V;20090101;99990101;DIV;30810;0;8;7000;V;20201231
DDD;161763716;1;V;20090101;99990101;DIV;30810;0;8;8000;V;20171231
DDD;161765414;1;V;20020101;99990101;T&C;10710;0;12;10000;V;20181231
DDD;161765414;1;V;20020101;99990101;T&C;10620;0;13;10000;V;20191231
DDD;161765414;1;V;20020101;99990101;T&C;10620;0;13;10000;V;20201231
DDD;161765414;1;V;20020101;99990101;T&C;10710;0;12;10000;L;20171231
DDD;161786497;3;V;20110101;99990101;DIV;51920;0;6;8000;V;20181231
DDD;161786497;2;V;20090101;99990101;DIV;100430;0;8;2000;V;20181231
DDD;161786497;3;V;20110101;99990101;DIV;51920;0;6;8000;V;20191231
DDD;161786497;2;V;20090101;99990101;DIV;100430;0;8;2000;V;20191231
DDD;161786497;3;V;20110101;99990101;DIV;51920;0;6;8000;V;20201231
DDD;161786497;2;V;20090101;99990101;DIV;100430;0;8;2000;V;20201231
DDD;161786497;3;V;20110101;99990101;DIV;51920;0;6;8000;V;20171231
DDD;161786497;2;V;20090101;99990101;DIV;100430;0;8;2000;V;20171231
DDD;161806793;2;V;20090101;99990101;DIV;60420;0;11;10000;V;20181231
DDD;161806793;2;V;20090101;99990101;DIV;60420;0;11;10000;V;20191231
DDD;161806793;2;V;20090101;99990101;DIV;60420;0;11;10000;V;20201231
DDD;161806793;2;V;20090101;99990101;DIV;60420;0;11;10000;V;20171231
DDD;161812380;1;V;20130101;99990101;DIV;50110;0;9;8000;V;20181231
DDD;161812380;1;V;20130101;99990101;DIV;50110;0;9;8000;V;20191231
DDD;161812380;1;V;20130101;99990101;DIV;50110;0;9;8000;V;20201231
DDD;161812380;1;V;20130101;99990101;DIV;50110;0;9;8000;V;20171231
DDD;161833999;1;T;20170101;99990101;T&C;10840;0;10;6000;T;20171231
DDD;161848052;2;T;20200101;99990101;NATU;51710;0;10;7000;T;20201231
DDD;161848052;1;V;20100101;20170101;DIV;50310;0;10;7000;V;20171231
DDD;161851331;1;V;20080101;99990101;NATU;70130;0;11;9000;V;20181231
DDD;161851331;1;V;20080101;99990101;NATU;70130;0;11;10000;V;20191231
DDD;161851331;1;V;20080101;99990101;NATU;70130;0;11;10000;V;20201231
DDD;161851331;1;V;20080101;99990101;NATU;70130;0;11;9000;V;20171231
DDD;161863400;4;V;20160101;99990101;NATU;90210;0;9;8000;V;20181231
DDD;161863400;4;V;20160101;99990101;NATU;90210;0;9;8000;V;20191231
DDD;161863400;4;V;20160101;99990101;NATU;90210;0;9;8000;V;20201231
DDD;161863400;4;V;20160101;99990101;NATU;90210;0;9;8000;V;20171231
DDD;161875584;1;V;20000101;99990101;NATU;30830;0;6;5000;V;20181231
DDD;161875584;1;V;20000101;99990101;NATU;30830;0;6;5000;V;20191231
DDD;161875584;1;V;20000101;99990101;NATU;30830;0;6;5000;V;20201231
DDD;161875584;1;V;20000101;99990101;NATU;30830;0;6;5000;V;20171231
DDD;161877247;1;V;20120101;99990101;G&M;10620;0;13;9000;V;20181231
DDD;161877247;1;V;20120101;99990101;G&M;10620;0;13;9000;L;20171231
DDD;161880033;1;V;20160101;99990101;T&C;60430;0;10;8000;V;20181231
DDD;161880033;1;V;20160101;99990101;T&C;60430;0;10;8000;V;20191231
DDD;161880033;1;V;20160101;99990101;T&C;60430;0;10;8000;V;20201231
DDD;161880033;1;T;20160101;99990101;T&C;60430;0;10;8000;T;20171231
DDD;161893095;1;T;20120101;20170101;RECH;11010;0;10;10000;T;20171231
DDD;161901608;4;V;20050101;99990101;G&M;10920;0;12;5000;L;20171231
DDD;161989152;1;V;19960101;99990101;NATU;10610;0;14;8000;V;20181231
DDD;161989152;1;V;19960101;99990101;NATU;10610;0;14;8000;V;20191231
DDD;161989152;1;V;19960101;99990101;NATU;10610;0;14;8000;V;20201231
DDD;161989152;1;V;19960101;99990101;NATU;10710;0;12;8000;L;20171231
DDD;161994586;3;T;20180101;99990101;RECH;10930;0;11;4000;K;20181231
DDD;161994586;3;T;20180101;99990101;RECH;10930;0;11;4000;K;20191231
DDD;161994586;3;T;20180101;99990101;RECH;10930;0;11;4000;K;20201231
DDD;161994586;1;T;20160101;20170101;RECH;10940;0;10;4000;K;20171231
DDD;162000120;5;V;19990101;99990101;DIV;10920;0;12;9000;V;20181231
DDD;162000120;5;V;19990101;99990101;DIV;10920;0;12;10000;L;20171231
DDD;162011743;6;T;20200101;99990101;DIV;10720;0;11;8000;K;20201231
DDD;162033544;3;V;19990101;99990101;DIV;60620;0;10;8000;V;20181231
DDD;162033544;3;V;19990101;99990101;DIV;60620;0;10;8000;V;20191231
DDD;162033544;3;V;19990101;99990101;DIV;71310;0;10;8000;V;20201231
DDD;162033544;3;V;19990101;99990101;DIV;60620;0;10;8000;V;20171231
DDD;162050951;1;V;19990101;99990101;DIV;90340;0;9;9000;V;20181231
DDD;162050951;1;V;19990101;99990101;DIV;90340;0;9;9000;V;20191231
DDD;162050951;1;V;19990101;99990101;DIV;90340;0;9;9000;V;20201231
DDD;162050951;1;V;19990101;99990101;DIV;90340;0;9;9000;V;20171231
DDD;162064590;1;V;20010101;99990101;RECH;21510;0;11;6500;V;20181231
DDD;162064590;1;V;20010101;99990101;RECH;21510;0;11;8000;V;20191231
DDD;162064590;1;V;20010101;99990101;RECH;21510;0;11;8000;V;20201231
DDD;162064590;1;V;20010101;99990101;RECH;21510;0;11;6500;V;20171231
DDD;162076774;11;V;20110101;99990101;NATU;100910;0;10;5000;V;20181231
DDD;162076774;11;V;20110101;99990101;NATU;100910;0;10;6000;V;20191231
DDD;162076774;11;V;20110101;99990101;NATU;100910;0;10;6000;V;20201231
DDD;162076774;11;V;20110101;99990101;NATU;100910;0;10;5000;V;20171231
DDD;162110746;2;V;20090101;99990101;RECH;10520;1;16;10000;V;20181231
DDD;162110746;2;V;20090101;99990101;RECH;10520;1;16;10000;V;20191231
DDD;162110746;2;V;20090101;99990101;RECH;10520;1;16;10000;V;20201231
DDD;162110746;2;V;20090101;99990101;RECH;10610;0;14;10000;L;20171231
DDD;162124277;1;V;20090101;99990101;DIV;60120;0;10;10000;V;20181231
DDD;162124277;1;V;20090101;99990101;DIV;60120;0;10;8000;V;20191231
DDD;162124277;1;V;20090101;99990101;DIV;60120;0;10;8000;V;20201231
DDD;162124277;1;V;20090101;99990101;DIV;60120;0;10;10000;V;20171231
DDD;162126583;1;V;19950101;99990101;T&C;10930;0;11;10000;V;20181231
DDD;162126583;1;V;19950101;99990101;T&C;10930;0;11;10000;V;20191231
DDD;162126583;1;V;19950101;20210101;T&C;10930;0;11;10000;V;20201231
DDD;162126583;1;V;19950101;99990101;T&C;10930;0;11;10000;L;20171231
DDD;162132865;1;V;20060101;99990101;DIV;60120;0;10;8000;V;20181231
DDD;162132865;1;V;20060101;99990101;DIV;60120;0;10;8000;V;20191231
DDD;162132865;1;V;20060101;99990101;DIV;60120;0;10;8000;V;20201231
DDD;162132865;1;V;20060101;99990101;DIV;60120;0;10;8000;V;20171231
DDD;162151693;4;V;19980101;99990101;NATU;60420;0;11;10000;V;20181231
DDD;162151693;4;V;19980101;99990101;NATU;60420;0;11;10000;V;20191231
DDD;162151693;4;V;19980101;99990101;NATU;60420;0;11;10000;V;20201231
DDD;162151693;4;V;19980101;99990101;NATU;60420;0;11;10000;V;20171231
DDD;162186440;2;T;20180101;99990101;DIV;70910;0;10;10000;T;20181231
DDD;162186440;2;V;20180101;99990101;DIV;70910;0;10;10000;V;20191231
DDD;162186440;2;V;20180101;99990101;DIV;71030;0;12;10000;V;20201231
DDD;162220344;1;T;20170101;99990101;T&C;70340;0;10;10000;T;20181231
DDD;162220344;1;V;20170101;99990101;T&C;70340;0;10;4000;V;20191231
DDD;162220344;3;V;20190101;99990101;T&C;70340;0;10;4000;V;20191231
DDD;162220344;1;V;20170101;99990101;T&C;70340;0;10;4000;V;20201231
DDD;162220344;3;V;20190101;99990101;T&C;70340;0;10;6000;V;20201231
DDD;162220344;1;T;20170101;99990101;T&C;70340;0;10;8000;T;20171231
DDD;162227467;1;V;20160101;99990101;G&M;100230;0;7;8000;V;20181231
DDD;162227467;1;V;20160101;99990101;G&M;100230;0;7;8000;V;20191231
DDD;162227467;1;V;20160101;99990101;G&M;100230;0;7;8000;V;20201231
DDD;162227467;1;V;20160101;99990101;G&M;100230;0;7;8000;V;20171231
DDD;162236322;4;V;20150101;99990101;G&M;10610;0;14;10000;V;20181231
DDD;162236322;4;V;20150101;99990101;G&M;10610;0;14;10000;V;20191231
DDD;162236322;4;V;20150101;99990101;G&M;10610;0;14;10000;V;20201231
DDD;162236322;4;V;20150101;99990101;G&M;10710;0;12;10000;L;20171231
DDD;16224011;5;T;20180101;20190101;T&C;10930;0;14;1600;T;20181231
DDD;16224011;6;T;20190101;99990101;T&C;10930;0;14;1500;K;20191231
DDD;16224011;4;T;20170101;20180101;T&C;10610;0;14;1600;L;20171231
DDD;162242286;7;V;20020101;99990101;NATU;21510;0;10;6000;V;20181231
DDD;162242286;7;V;20020101;99990101;NATU;21510;0;10;6000;V;20191231
DDD;162242286;7;V;20020101;99990101;NATU;21510;0;10;8000;V;20201231
DDD;162242286;7;V;20020101;99990101;NATU;21510;0;10;6000;V;20171231
DDD;162251712;1;T;20180101;99990101;DIV;30830;0;6;6000;T;20181231
DDD;162251712;1;T;20180101;99990101;DIV;30830;0;6;6000;T;20191231
DDD;162251712;1;T;20180101;99990101;DIV;30830;0;6;6000;T;20201231
DDD;162256740;1;T;20180101;99990101;DIV;90340;0;9;7000;T;20181231
DDD;162258554;1;V;20190101;99990101;NATU;80420;0;10;8000;V;20191231
DDD;162258554;1;V;20190101;99990101;NATU;80420;0;10;8000;V;20201231
DDD;162268725;1;V;20140101;99990101;DIV;70810;0;12;8000;V;20181231
DDD;162268725;1;V;20140101;99990101;DIV;70810;0;12;8000;V;20191231
DDD;162268725;1;V;20140101;99990101;DIV;70810;0;12;8000;V;20201231
DDD;162268725;1;V;20140101;99990101;DIV;70810;0;12;8000;V;20171231
DDD;162269832;7;V;20130101;99990101;G&M;10710;0;12;7000;V;20181231
DDD;162269832;7;V;20130101;99990101;G&M;10710;0;12;7000;V;20191231
DDD;162269832;7;V;20130101;99990101;G&M;10710;0;12;7000;V;20201231
DDD;162269832;7;V;20130101;99990101;G&M;10710;0;12;7000;L;20171231
DDD;162277355;1;V;20020101;99990101;G&M;10710;0;12;7000;V;20181231
DDD;162277355;1;V;20020101;99990101;G&M;10710;0;12;9000;V;20191231
DDD;162277355;1;V;20020101;99990101;G&M;10710;0;12;9000;V;20201231
DDD;162277355;1;V;20020101;99990101;G&M;10710;0;12;8000;L;20171231
DDD;162279309;1;T;20170101;99990101;G&M;20240;0;7;5000;T;20181231
DDD;162279309;1;T;20170101;99990101;G&M;20240;0;8;5000;T;20191231
DDD;162279309;1;V;20170101;99990101;G&M;20240;0;8;5000;V;20201231
DDD;162279309;1;T;20170101;99990101;G&M;20120;0;6;5000;T;20171231
DDD;162292234;1;V;20040101;99990101;G&M;30720;0;9;10000;V;20181231
DDD;162292234;1;V;20040101;99990101;G&M;30720;0;9;10000;V;20191231
DDD;162292234;1;V;20040101;99990101;G&M;30720;0;9;10000;V;20201231
DDD;162292234;1;V;20040101;99990101;G&M;30720;0;9;10000;V;20171231
DDD;162313833;1;V;20140101;99990101;DIV;90210;0;9;8000;V;20181231
DDD;162313833;1;V;20140101;99990101;DIV;90210;0;9;8000;V;20191231
DDD;162313833;2;V;20200101;99990101;DIV;90110;0;11;8000;V;20201231
DDD;162313833;1;V;20140101;99990101;DIV;90210;0;9;8000;V;20171231
DDD;162320467;1;T;20200101;99990101;G&M;21420;0;8;8000;T;20201231
DDD;162368123;1;T;20190101;99990101;G&M;10920;0;12;4000;T;20191231
DDD;162368123;1;T;20190101;99990101;G&M;10920;0;12;6000;K;20201231
DDD;162382187;5;T;20140101;99990101;NATU;10810;0;13;4000;T;20181231
DDD;162382187;5;T;20140101;99990101;NATU;10810;0;13;4000;T;20191231
DDD;162382187;5;T;20140101;99990101;NATU;10810;0;13;4000;T;20171231
DDD;162404079;1;V;19990101;99990101;DIV;30830;0;6;6000;V;20181231
DDD;162404079;1;V;19990101;99990101;DIV;30830;0;6;6000;V;20191231
DDD;162404079;1;V;19990101;99990101;DIV;30830;0;6;6000;V;20201231
DDD;162404079;1;V;19990101;99990101;DIV;30830;0;6;6000;V;20171231
DDD;162420552;1;T;20190101;99990101;G&M;30820;0;7;8000;T;20191231
DDD;162420552;1;T;20190101;99990101;G&M;30820;0;7;8000;T;20201231
DDD;16242506;5;T;20120101;99990101;NATU;11010;0;10;8000;T;20171231
DDD;162477562;1;V;20170101;99990101;G&M;10610;0;14;10000;V;20181231
DDD;162477562;1;V;20170101;99990101;G&M;10610;0;14;10000;V;20191231
DDD;162477562;1;V;20170101;99990101;G&M;10610;0;14;10000;V;20201231
DDD;162477562;1;V;20170101;99990101;G&M;10610;0;14;10000;L;20171231
DDD;162481736;2;V;20070101;99990101;NATU;10720;0;11;10000;V;20181231
DDD;162481736;2;V;20070101;99990101;NATU;10720;0;11;10000;V;20191231
DDD;162481736;2;V;20070101;99990101;NATU;10720;0;11;10000;V;20201231
DDD;162481736;2;T;20070101;99990101;NATU;10720;0;11;10000;L;20171231
DDD;162518522;1;V;20160101;99990101;DIV;70910;0;10;8000;V;20181231
DDD;162518522;1;V;20160101;99990101;DIV;70910;0;10;8000;V;20191231
DDD;162518522;1;V;20160101;99990101;DIV;70910;0;10;8000;V;20201231
DDD;162518522;1;V;20160101;99990101;DIV;70910;0;10;8000;V;20171231
DDD;162521984;2;V;20070101;99990101;DIV;71030;0;12;10000;V;20181231
DDD;162521984;2;V;20070101;99990101;DIV;71030;0;12;10000;V;20191231
DDD;162521984;2;V;20070101;99990101;DIV;71030;0;12;10000;V;20201231
DDD;162521984;2;V;20070101;99990101;DIV;71030;0;12;10000;V;20171231
DDD;162534698;8;V;20010101;99990101;G&M;10610;0;14;10000;V;20181231
DDD;162534698;8;V;20010101;99990101;G&M;10610;0;14;10000;V;20191231
DDD;162534698;8;V;20010101;99990101;G&M;10610;0;14;10000;V;20201231
DDD;162534698;8;V;20010101;99990101;G&M;10610;0;14;10000;L;20171231
DDD;162543632;1;V;20070101;99990101;G&M;10620;0;13;8000;V;20181231
DDD;162543632;1;V;20070101;99990101;G&M;10620;0;13;8000;V;20191231
DDD;162543632;1;V;20070101;99990101;G&M;10620;0;13;8000;V;20201231
DDD;162543632;1;V;20070101;99990101;G&M;10620;0;13;10000;L;20171231
DDD;162562462;1;V;20050101;99990101;DIV;70820;0;11;6000;V;20181231
DDD;162562462;1;V;20050101;99990101;DIV;70820;0;11;6000;V;20191231
DDD;162562462;1;V;20050101;99990101;DIV;70820;0;11;6000;V;20201231
DDD;162562462;1;V;20050101;99990101;DIV;70820;0;11;6000;V;20171231
DDD;162567857;1;V;20090101;99990101;DIV;80220;0;9;7000;V;20181231
DDD;162567857;1;V;20090101;99990101;G&M;71540;0;9;7000;V;20191231
DDD;162567857;1;V;20090101;99990101;G&M;71530;0;10;7000;V;20201231
DDD;162567857;1;V;20090101;99990101;DIV;80220;0;9;7000;V;20171231
DDD;162617451;1;T;20180101;99990101;DIV;70930;0;8;7500;T;20181231
DDD;162617451;1;T;20180101;99990101;DIV;70930;0;8;7500;T;20191231
DDD;162617451;1;V;20180101;99990101;DIV;70920;0;9;8000;V;20201231
DDD;162665958;3;V;20150101;99990101;DIV;60810;0;9;8000;V;20181231
